id,lab,casenumber,agency,agency2,collectiondate,datereceived,datecompleted,waterbody,sitename,sitedescription,gnisid,latitude,longitude,datum,watertemp,elevation,statename,county,huc,hucname,commonname,species,speciescode,itistsn,numbercollected,collectionmethod,specimen,numbertested,pathogentested,prelimassay,prelimpoolstested,prelimpoolsdetected,corrobassay,corrobpoolstested,corrobpoolsdetected,pathogendetected
3042532,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,steelhead,Oncorhynchus mykiss,STT,161989,17,Screw Trap,Kidney,17,Aeromonas salmonicida,Brain-Heart Infusion Agar Culture,17,,Not Applicable,,,None
3042533,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,steelhead,Oncorhynchus mykiss,STT,161989,17,Screw Trap,Kidney,17,Edwardsiella ictaluri,Brain-Heart Infusion Agar Culture,17,,Not Applicable,,,None
3042534,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,steelhead,Oncorhynchus mykiss,STT,161989,17,Screw Trap,Kidney,17,Edwardsiella tarda,Brain-Heart Infusion Agar Culture,17,,Not Applicable,,,None
3042535,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,steelhead,Oncorhynchus mykiss,STT,161989,17,Screw Trap,Kidney,17,Citrobacter freundii,Brain-Heart Infusion Agar Culture,17,,Not Applicable,,,None
3042536,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,steelhead,Oncorhynchus mykiss,STT,161989,17,Screw Trap,Kidney,17,Flavobacterium psychrophilum,Tryptone Yeast Extract Salts Agar,17,,Not Applicable,,,None
3042537,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,steelhead,Oncorhynchus mykiss,STT,161989,17,Screw Trap,Kidney,17,Flavobacterium columnaris,Tryptone Yeast Extract Salts Agar,17,,Not Applicable,,,None
3042538,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,steelhead,Oncorhynchus mykiss,STT,161989,17,Screw Trap,Kidney,4,Renibacterium salmoninarum,Enzyme-linked immunosorbant Assay,4,,Not Applicable,,,None
3042539,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,steelhead,Oncorhynchus mykiss,STT,161989,17,Screw Trap,Cranial Elements,5,Myxobolus cerebralis,Pepsin/Trypsin Digest,1,,Not Applicable,,,None
3042540,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,steelhead,Oncorhynchus mykiss,STT,161989,17,Screw Trap,Cranial Elements,12,Myxobolus cerebralis,Pepsin/Trypsin Digest,3,,Not Applicable,,,None
3042541,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,steelhead,Oncorhynchus mykiss,STT,161989,17,Screw Trap,Hind-Gut,5,Ceratomyxa shasta,Wet Mount of Posterior Intestine,1,,Not Applicable,,,None
3042542,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,steelhead,Oncorhynchus mykiss,STT,161989,17,Screw Trap,Hind-Gut,12,Ceratomyxa shasta,Wet Mount of Posterior Intestine,3,,Not Applicable,,,None
3042543,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,2,Screw Trap,Gill/Spleen/Kidney,2,Infectious Hematopoietic Necrosis Virus,Chinook Salmon Embryo Cell Line - 15C,1,,Not Applicable,,,None
3042544,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,2,Screw Trap,Gill/Spleen/Kidney,2,Infectious Pancreatic Necrosis Virus,Chinook Salmon Embryo Cell Line - 15C,1,,Not Applicable,,,None
3042545,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,2,Screw Trap,Gill/Spleen/Kidney,2,Oncorhynchus Masou Virus,Chinook Salmon Embryo Cell Line - 15C,1,,Not Applicable,,,None
3042546,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,2,Screw Trap,Gill/Spleen/Kidney,2,Viral Hemorrhagic Septicemia Virus,Chinook Salmon Embryo Cell Line - 15C,1,,Not Applicable,,,None
3042547,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,2,Screw Trap,Gill/Spleen/Kidney,2,Infectious Salmon Anemia Virus,Chinook Salmon Embryo Cell Line - 15C,1,,Not Applicable,,,None
3042548,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,2,Screw Trap,Gill/Spleen/Kidney,2,Infectious Hematopoietic Necrosis Virus,Epithelial papillima of Common Carp - 15C,1,,Not Applicable,,,None
3042549,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,2,Screw Trap,Gill/Spleen/Kidney,2,Infectious Pancreatic Necrosis Virus,Epithelial papillima of Common Carp - 15C,1,,Not Applicable,,,None
3042550,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,2,Screw Trap,Gill/Spleen/Kidney,2,Oncorhynchus Masou Virus,Epithelial papillima of Common Carp - 15C,1,,Not Applicable,,,None
3042551,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,2,Screw Trap,Gill/Spleen/Kidney,2,Viral Hemorrhagic Septicemia Virus,Epithelial papillima of Common Carp - 15C,1,,Not Applicable,,,None
3042552,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,2,Screw Trap,Kidney,2,Yersinia ruckeri,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
3042553,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,2,Screw Trap,Kidney,2,Aeromonas salmonicida,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
3042554,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,2,Screw Trap,Kidney,2,Edwardsiella ictaluri,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
3042555,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,2,Screw Trap,Kidney,2,Edwardsiella tarda,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
3042556,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,2,Screw Trap,Kidney,2,Citrobacter freundii,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
3042557,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,2,Screw Trap,Kidney,2,Flavobacterium psychrophilum,Tryptone Yeast Extract Salts Agar,2,,Not Applicable,,,None
3042558,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,2,Screw Trap,Kidney,2,Flavobacterium columnaris,Tryptone Yeast Extract Salts Agar,2,,Not Applicable,,,None
3042559,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,2,Screw Trap,Kidney,1,Renibacterium salmoninarum,Enzyme-linked immunosorbant Assay,1,,Not Applicable,,,None
3042560,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,2,Screw Trap,Cranial Elements,1,Myxobolus cerebralis,Pepsin/Trypsin Digest,1,,Not Applicable,,,None
3042561,Lower Columbia River Fish Health Center,LO2010-49,Confederated Tribes of the Warm Springs,Natural Resources Department,6/3/2010,6/3/2010,1/4/2012,Shitike Creek,,"Lumber Mill in Warm Springs, OR",1149410,44.7644,-121.2332,WGS84,,,Oregon,Jefferson County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,2,Screw Trap,Hind-Gut,1,Ceratomyxa shasta,Wet Mount of Posterior Intestine,1,,Not Applicable,,,None
3042562,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Spleen/Kidney,30,Infectious Hematopoietic Necrosis Virus,Chinook Salmon Embryo Cell Line - 15C,30,,Not Applicable,,,None
3042563,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Spleen/Kidney,30,Infectious Pancreatic Necrosis Virus,Chinook Salmon Embryo Cell Line - 15C,30,,Not Applicable,,,None
3042564,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Spleen/Kidney,30,Oncorhynchus Masou Virus,Chinook Salmon Embryo Cell Line - 15C,30,,Not Applicable,,,None
3042565,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Spleen/Kidney,30,Viral Hemorrhagic Septicemia Virus,Chinook Salmon Embryo Cell Line - 15C,30,,Not Applicable,,,None
3042566,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Spleen/Kidney,30,Infectious Salmon Anemia Virus,Chinook Salmon Embryo Cell Line - 15C,30,,Not Applicable,,,None
3042567,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Spleen/Kidney,30,Channel Catfish Virus,Fathead Minnow Cell Line - 20C,30,,Not Applicable,,,None
3042568,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Spleen/Kidney,30,Largemouth Bass virus,Fathead Minnow Cell Line - 20C,30,,Not Applicable,,,None
3042569,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Spleen/Kidney,30,Spring Viraemia of Carp Virus,Fathead Minnow Cell Line - 20C,30,,Not Applicable,,,None
3042570,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Spleen/Kidney,30,Infectious Hematopoietic Necrosis Virus,Epithelial papillima of Common Carp - 15C,30,,Not Applicable,,,None
3042571,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Spleen/Kidney,30,Infectious Pancreatic Necrosis Virus,Epithelial papillima of Common Carp - 15C,30,,Not Applicable,,,None
3042572,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Spleen/Kidney,30,Oncorhynchus Masou Virus,Epithelial papillima of Common Carp - 15C,30,,Not Applicable,,,None
3042573,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Spleen/Kidney,30,Viral Hemorrhagic Septicemia Virus,Epithelial papillima of Common Carp - 15C,30,,Not Applicable,,,None
3042574,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Spleen/Kidney,30,Largemouth Bass virus,Epithelial papillima of Common Carp - 20C,30,,Not Applicable,,,None
3042575,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Spleen/Kidney,30,Spring Viraemia of Carp Virus,Epithelial papillima of Common Carp - 20C,30,,Not Applicable,,,None
3042576,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Kidney,30,Renibacterium salmoninarum,Enzyme-linked immunosorbant Assay,30,2,Polymerase Chain Reaction (Rsal-P3M21),2,,None
3042577,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Kidney,30,Yersinia ruckeri,Brain-Heart Infusion Agar Culture,30,,Not Applicable,,,None
3042578,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Kidney,30,Aeromonas salmonicida,Brain-Heart Infusion Agar Culture,30,,Not Applicable,,,None
3042579,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Kidney,30,Edwardsiella ictaluri,Brain-Heart Infusion Agar Culture,30,,Not Applicable,,,None
3042580,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Kidney,30,Edwardsiella tarda,Brain-Heart Infusion Agar Culture,30,,Not Applicable,,,None
3042581,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Kidney,30,Citrobacter freundii,Brain-Heart Infusion Agar Culture,30,,Not Applicable,,,None
3042582,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Kidney,30,Flavobacterium psychrophilum,Tryptone Yeast Extract Salts Agar,30,,Not Applicable,,,None
3042583,Lower Columbia River Fish Health Center,LO2010-52,Washington Department of Fish and Wildlife,Fish Management Program ,6/15/2010,6/15/2010,1/4/2012,Columbia River,,The Dalles Pool,1140014,45.6081,-121.1451,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,northern pikeminnow,Ptychocheilus oregonensis,NPM,163523,30,Angling,Kidney,30,Flavobacterium columnaris,Tryptone Yeast Extract Salts Agar,30,,Not Applicable,,,None
3042624,Lower Columbia River Fish Health Center,LO2010-56,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,6/21/2010,6/21/2010,2/11/2011,Eightmile Creek,,,1141705,45.568,-121.0544,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,steelhead,Oncorhynchus mykiss,STT,161989,10,Electro shocking,Spleen/Kidney,10,Infectious Hematopoietic Necrosis Virus,Chinook Salmon Embryo Cell Line - 15C,2,,Not Applicable,,,None
3042625,Lower Columbia River Fish Health Center,LO2010-56,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,6/21/2010,6/21/2010,2/11/2011,Eightmile Creek,,,1141705,45.568,-121.0544,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,steelhead,Oncorhynchus mykiss,STT,161989,10,Electro shocking,Spleen/Kidney,10,Infectious Pancreatic Necrosis Virus,Chinook Salmon Embryo Cell Line - 15C,2,,Not Applicable,,,None
3042626,Lower Columbia River Fish Health Center,LO2010-56,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,6/21/2010,6/21/2010,2/11/2011,Eightmile Creek,,,1141705,45.568,-121.0544,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,steelhead,Oncorhynchus mykiss,STT,161989,10,Electro shocking,Spleen/Kidney,10,Oncorhynchus Masou Virus,Chinook Salmon Embryo Cell Line - 15C,2,,Not Applicable,,,None
3042627,Lower Columbia River Fish Health Center,LO2010-56,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,6/21/2010,6/21/2010,2/11/2011,Eightmile Creek,,,1141705,45.568,-121.0544,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,steelhead,Oncorhynchus mykiss,STT,161989,10,Electro shocking,Spleen/Kidney,10,Viral Hemorrhagic Septicemia Virus,Chinook Salmon Embryo Cell Line - 15C,2,,Not Applicable,,,None
3042628,Lower Columbia River Fish Health Center,LO2010-56,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,6/21/2010,6/21/2010,2/11/2011,Eightmile Creek,,,1141705,45.568,-121.0544,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,steelhead,Oncorhynchus mykiss,STT,161989,10,Electro shocking,Spleen/Kidney,10,Infectious Salmon Anemia Virus,Chinook Salmon Embryo Cell Line - 15C,2,,Not Applicable,,,None
3042629,Lower Columbia River Fish Health Center,LO2010-56,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,6/21/2010,6/21/2010,2/11/2011,Eightmile Creek,,,1141705,45.568,-121.0544,WGS84,,,Oregon,Wasco County,17070105,Middle Columbia,steelhead,Oncorhynchus mykiss,STT,161989,10,Electro shocking,Spleen/Kidney,10,Infectious Hematopoietic Necrosis Virus,Epithelial papillima of Common Carp - 15C,2,,Not Applicable,,,None
